genre1,genre2,years_together,first_year,last_year
irish rock,emo,2,2006,2007
irish rock,g funk,1,2007,2007
irish rock,gangster rap,2,2006,2007
irish rock,girl group,1,2001,2001
irish rock,glam metal,1,2006,2006
irish rock,hip hop,2,2006,2007
irish rock,hip pop,2,2001,2007
irish rock,idol,1,2006,2006
irish rock,jam band,1,2001,2001
irish rock,latin,1,2006,2006
irish rock,modern rock,2,2006,2007
irish rock,neo mellow,3,2001,2007
irish rock,neon pop punk,1,2007,2007
irish rock,nu metal,1,2006,2006
irish rock,nyc rap,1,2001,2001
irish rock,pop,2,2006,2007
irish rock,pop rap,1,2007,2007
irish rock,r&b,1,2006,2006
k-pop,-,2,2020,2021
k-pop,adult standards,1,2021,2021
k-pop,afro dancehall,1,2021,2021
k-pop,alternative r&b,1,2021,2021
k-pop,atl hip hop,2,2020,2021
k-pop,australian country,1,2021,2021
k-pop,boy band,2,2020,2021
k-pop,brostep,1,2021,2021
k-pop,canadian hip hop,2,2020,2021
k-pop,chicago drill,1,2020,2020
k-pop,chicago rap,1,2021,2021
k-pop,colombian pop,1,2021,2021
k-pop,country rap,2,2020,2021
k-pop,crunk,1,2021,2021
k-pop,detroit hip hop,1,2020,2020
k-pop,east coast hip hop,1,2020,2020
k-pop,electropop,1,2021,2021
k-pop,escape room,1,2021,2021
k-pop,gauze pop,1,2021,2021
k-pop,hip hop,2,2020,2021
k-pop,latin,1,2020,2020
k-pop,rap,1,2021,2021
k-pop,reggaeton,1,2021,2021
la indie,comic,1,2013,2013
la indie,nashville indie,1,2013,2013
la indie,uk pop,1,2013,2013
latin,-,2,2014,2018
latin,acoustic pop,2,2000,2014
latin,album rock,1,2015,2015
latin,alternative r&b,2,2014,2017
latin,alternative rock,1,2000,2000
latin,art pop,1,2014,2014
latin,atl hip hop,1,2015,2015
latin,australian country,1,2017,2017
latin,australian dance,1,2014,2014
latin,australian hip hop,1,2014,2014
latin,australian pop,2,2014,2017
latin,baroque pop,1,2019,2019
latin,big room,1,2015,2015
latin,blues-rock,1,2000,2000
latin,bmore,1,2015,2015
latin,boy band,2,2018,2019
latin,british soul,2,2015,2017
latin,broadway,1,2014,2014
latin,brostep,3,2015,2019
latin,cali rap,4,2006,2019
latin,canadian hip hop,2,2018,2019
latin,canadian pop,5,2011,2019
latin,ccm,1,2019,2019
latin,chicago rap,5,2000,2019
latin,colombian pop,1,2014,2014
latin,complextro,3,2014,2018
latin,conscious hip hop,1,2019,2019
latin,contemporary country,2,2015,2018
latin,country,1,2000,2000
latin,country rap,1,2019,2019
latin,crunk,3,2000,2018
latin,cubaton,1,2014,2014
latin,deep groove house,1,2015,2015
latin,deep latin christian,1,2000,2000
latin,detroit hip hop,2,2006,2014
latin,dirty south rap,3,2014,2019
latin,east coast hip hop,3,2000,2020
latin,edm,6,2011,2019
latin,electro,1,2017,2017
latin,electropop,2,2014,2015
latin,emo rap,2,2017,2019
latin,florida rap,2,2017,2019
latin,folk-pop,1,2015,2015
latin,francoton,2,2017,2018
latin,g funk,1,2014,2014
latin,gangster rap,1,2006,2006
latin,glam metal,1,2006,2006
latin,gospel,1,2000,2000
latin,hip hop,1,2019,2019
latin,hollywood,1,2019,2019
latin,house,1,2014,2014
latin,houston rap,1,2015,2015
latin,indie folk,1,2015,2015
latin,indie pop,3,2015,2018
latin,indie poptimism,1,2014,2014
latin,indie r&b,1,2018,2018
latin,latin viral pop,1,2014,2014
latin,metropopolis,3,2014,2019
latin,modern alternative rock,2,2014,2015
latin,modern rock,1,2014,2014
latin,neo mellow,2,2006,2015
latin,neo soul,1,2000,2000
latin,nu metal,1,2006,2006
latin,nyc rap,1,2014,2014
latin,permanent wave,1,2017,2017
latin,pinoy hip hop,1,2015,2015
latin,pop punk,1,2017,2017
latin,pop rap,2,2014,2018
latin,pop rock,1,2015,2015
latin,r&b,1,2014,2014
latin,rap,2,2017,2019
latin,reggae fusion,2,2015,2019
latin,reggaeton,2,2018,2019
latin,scorecore,1,2015,2015
latin,trap music,2,2017,2018
latin,tropical house,1,2014,2014
latin,viral trap,1,2015,2015
latin viral pop,art pop,1,2022,2022
latin viral pop,canadian contemporary r&b,1,2022,2022
latin viral pop,detroit hip hop,1,2014,2014
latin viral pop,edm,1,2014,2014
latin viral pop,electropop,1,2014,2014
latin viral pop,escape room,1,2022,2022
latin viral pop,florida rap,1,2022,2022
latin viral pop,g funk,1,2014,2014
latin viral pop,r&b,1,2014,2014
metropopolis,-,1,2018,2018
metropopolis,art pop,1,2014,2014
metropopolis,baroque pop,1,2019,2019
metropopolis,boy band,2,2018,2019
metropopolis,brostep,1,2019,2019
metropopolis,cali rap,1,2019,2019
metropopolis,canadian pop,2,2018,2019
metropopolis,ccm,1,2019,2019
metropopolis,chicago rap,1,2018,2018
metropopolis,complextro,1,2018,2018
metropopolis,conscious hip hop,1,2019,2019
metropopolis,country rap,1,2019,2019
metropopolis,crunk,1,2018,2018
metropopolis,detroit hip hop,1,2014,2014
metropopolis,dirty south rap,1,2019,2019
metropopolis,edm,3,2014,2019
metropopolis,electropop,1,2014,2014
metropopolis,emo rap,1,2019,2019
metropopolis,florida rap,1,2019,2019
metropopolis,francoton,1,2018,2018
metropopolis,g funk,1,2014,2014
metropopolis,hollywood,1,2019,2019
metropopolis,indie r&b,1,2018,2018
metropopolis,latin viral pop,1,2014,2014
metropopolis,r&b,1,2014,2014
metropopolis,rap,1,2019,2019
metropopolis,reggaeton,2,2018,2019
metropopolis,trap music,1,2018,2018
miami hip hop,afro dancehall,1,2016,2016
miami hip hop,boy band,1,2016,2016
miami hip hop,british soul,1,2016,2016
miami hip hop,chicago rap,1,2016,2016
miami hip hop,complextro,1,2016,2016
miami hip hop,conscious hip hop,1,2016,2016
miami hip hop,dfw rap,1,2016,2016
miami hip hop,dirty south rap,1,2016,2016
miami hip hop,edm,1,2016,2016
miami hip hop,electro,1,2016,2016
miami hip hop,house,1,2016,2016
miami hip hop,modern alternative rock,1,2016,2016
miami hip hop,modern rock,1,2016,2016
miami hip hop,neo mellow,1,2016,2016
miami hip hop,pinoy hip hop,1,2016,2016
miami hip hop,pop punk,1,2016,2016
miami hip hop,pop rock,1,2016,2016
miami hip hop,uk funky,1,2016,2016
modern alternative rock,-,1,2014,2014
modern alternative rock,alternative r&b,2,2012,2014
modern alternative rock,art pop,1,2014,2014
modern alternative rock,bmore,1,2015,2015
modern alternative rock,broadway,1,2014,2014
modern alternative rock,brostep,1,2015,2015
modern alternative rock,cali rap,1,2014,2014
modern alternative rock,canadian pop,1,2015,2015
modern alternative rock,chicago rap,1,2014,2014
modern alternative rock,conscious hip hop,1,2012,2012
modern alternative rock,detroit hip hop,1,2014,2014
modern alternative rock,dfw rap,1,2016,2016
modern alternative rock,dirty south rap,1,2014,2014
modern alternative rock,edm,1,2014,2014
modern alternative rock,electropop,2,2014,2015
modern alternative rock,folk-pop,1,2015,2015
modern alternative rock,g funk,2,2012,2014
modern alternative rock,house,1,2014,2014
modern alternative rock,indie folk,1,2015,2015
modern alternative rock,indie pop,1,2015,2015
modern alternative rock,latin viral pop,1,2014,2014
modern alternative rock,metropopolis,1,2014,2014
modern alternative rock,modern rock,1,2014,2014
modern alternative rock,nyc rap,1,2014,2014
modern alternative rock,pinoy hip hop,2,2015,2016
modern alternative rock,pop rap,1,2014,2014
modern alternative rock,r&b,1,2014,2014
modern alternative rock,scorecore,1,2015,2015
modern alternative rock,tropical house,1,2014,2014
modern reggae,-,1,2017,2017
modern reggae,alternative r&b,1,2017,2017
modern reggae,australian country,1,2017,2017
modern reggae,australian pop,1,2017,2017
modern reggae,british soul,1,2017,2017
modern reggae,canadian pop,1,2017,2017
modern reggae,chicago rap,1,2017,2017
modern reggae,complextro,1,2017,2017
modern reggae,dfw rap,1,2017,2017
modern reggae,dirty south rap,1,2017,2017
modern reggae,edm,1,2017,2017
modern reggae,electro,1,2017,2017
modern reggae,electropop,1,2017,2017
modern reggae,emo rap,1,2017,2017
modern reggae,florida rap,1,2017,2017
modern reggae,francoton,1,2017,2017
modern reggae,indie pop,1,2017,2017
modern reggae,latin,1,2017,2017
modern reggae,permanent wave,1,2017,2017
modern reggae,pop punk,1,2017,2017
modern reggae,rap,1,2017,2017
modern reggae,trap music,1,2017,2017
modern rock,-,6,2012,2022
modern rock,acoustic pop,2,2006,2009
modern rock,adult standards,1,2021,2021
modern rock,afro dancehall,2,2021,2022
modern rock,alabama rap,1,2007,2007
modern rock,alternative dance,1,2013,2013
modern rock,alternative hip hop,2,2002,2006
modern rock,alternative metal,1,2009,2009
modern rock,alternative r&b,6,2012,2022
modern rock,alternative rock,1,2007,2007
modern rock,art pop,3,2013,2022
modern rock,atl hip hop,4,2006,2022
modern rock,australian country,3,2013,2021
modern rock,australian dance,1,2012,2012
modern rock,australian pop,2,2007,2017
modern rock,baroque pop,1,2006,2006
modern rock,bass trap,1,2013,2013
modern rock,bergen indie,1,2012,2012
modern rock,big room,1,2013,2013
modern rock,boy band,3,2002,2021
modern rock,british soul,3,2007,2017
modern rock,broadway,1,2014,2014
modern rock,brostep,2,2018,2021
modern rock,bubblegum dance,1,2006,2006
modern rock,cali rap,3,2006,2018
modern rock,canadian contemporary r&b,2,2021,2022
modern rock,canadian hip hop,6,2012,2022
modern rock,canadian latin,2,2002,2006
modern rock,canadian pop,4,2009,2022
modern rock,candy pop,1,2013,2013
modern rock,celtic rock,1,2013,2013
modern rock,chamber pop,1,2013,2013
modern rock,chicago rap,7,2006,2021
modern rock,colombian pop,4,2002,2021
modern rock,comic,1,2013,2013
modern rock,complextro,2,2017,2018
modern rock,conscious hip hop,3,2012,2016
modern rock,contemporary country,4,2006,2021
modern rock,country rap,2,2021,2022
modern rock,crunk,3,2018,2022
modern rock,dance pop,1,2017,2017
modern rock,deep pop r&b,1,2009,2009
modern rock,detroit hip hop,5,2006,2018
modern rock,dfw rap,4,2016,2022
modern rock,dirty south rap,3,2007,2017
modern rock,east coast hip hop,1,2006,2006
modern rock,edm,4,2013,2018
modern rock,electro,2,2013,2017
modern rock,electropop,4,2009,2021
modern rock,emo,2,2009,2013
modern rock,emo rap,2,2017,2018
modern rock,escape room,2,2021,2022
modern rock,florida rap,2,2017,2022
modern rock,folk-pop,1,2013,2013
modern rock,francoton,2,2017,2018
modern rock,g funk,3,2007,2014
modern rock,gangster rap,4,2006,2012
modern rock,garage rock,1,2009,2009
modern rock,gauze pop,2,2021,2022
modern rock,glam metal,1,2006,2006
modern rock,hip hop,6,2006,2022
modern rock,hip pop,2,2007,2013
modern rock,house,1,2014,2014
modern rock,idol,1,2006,2006
modern rock,indie pop,2,2017,2018
modern rock,indie pop rap,1,2009,2009
modern rock,indie r&b,1,2018,2018
modern rock,k-pop,1,2021,2021
modern rock,la indie,1,2013,2013
modern rock,latin,3,2006,2018
modern rock,latin viral pop,2,2014,2022
modern rock,metropopolis,2,2014,2018
modern rock,modern alternative rock,2,2012,2016
modern rock,modern reggae,1,2017,2017
modern rock,nashville indie,1,2013,2013
modern rock,neo mellow,3,2006,2013
modern rock,nu metal,1,2006,2006
modern rock,nyc rap,2,2009,2014
modern rock,permanent wave,2,2012,2017
modern rock,philly rap,1,2017,2017
modern rock,pinoy hip hop,1,2016,2016
modern rock,pop,2,2006,2007
modern rock,pop edm,1,2013,2013
modern rock,pop punk,1,2017,2017
modern rock,pop rap,3,2007,2018
modern rock,pop rock,1,2012,2012
modern rock,post-teen pop,1,2009,2009
modern rock,r&b,2,2006,2014
modern rock,rap,2,2017,2021
modern rock,reggae fusion,1,2009,2009
modern rock,reggaeton,2,2018,2021
modern rock,trap music,2,2017,2018
modern rock,tropical house,1,2014,2014
modern rock,uk pop,1,2013,2013
motown,acoustic pop,1,2003,2003
motown,alaska indie,1,2003,2003
motown,alternative hip hop,1,2003,2003
motown,australian pop,1,2003,2003
motown,battle rap,1,2003,2003
motown,blues-rock,1,2003,2003
motown,british soul,1,2003,2003
motown,canadian country,1,2003,2003
motown,canadian pop,1,2003,2003
motown,chicago rap,1,2003,2003
motown,chicano rap,1,2003,2003
motown,conscious hip hop,1,2003,2003
motown,crunk,1,2003,2003
motown,dancehall,1,2003,2003
motown,detroit hip hop,1,2003,2003
motown,europop,1,2003,2003
motown,folk rock,1,2003,2003
motown,folk-pop,1,2003,2003
motown,funk,1,2003,2003
motown,gospel r&b,1,2003,2003
motown,idol,1,2003,2003
nashville indie,comic,1,2013,2013
nashville indie,uk pop,1,2013,2013
neo mellow,-,4,2000,2014
neo mellow,acoustic pop,8,2000,2014
neo mellow,afro dancehall,1,2016,2016
neo mellow,alabama rap,1,2007,2007
neo mellow,alaska indie,2,2002,2003
neo mellow,album rock,1,2001,2001
neo mellow,alternative dance,1,2013,2013
neo mellow,alternative hip hop,5,2000,2005
neo mellow,alternative metal,3,2000,2012
neo mellow,alternative r&b,2,2012,2014
neo mellow,alternative rock,3,2000,2010
neo mellow,art pop,2,2013,2014
neo mellow,atl hip hop,5,2000,2012
neo mellow,australian country,1,2004,2004
neo mellow,australian dance,2,2012,2014
neo mellow,australian hip hop,1,2014,2014
neo mellow,australian pop,6,2000,2014
neo mellow,bassline,1,2008,2008
neo mellow,baton rouge rap,2,2005,2008
neo mellow,battle rap,1,2003,2003
neo mellow,bergen indie,1,2012,2012
neo mellow,big room,1,2014,2014
neo mellow,blues-rock,4,2000,2008
neo mellow,bmore,1,2015,2015
neo mellow,bounce,1,2004,2004
neo mellow,boy band,6,2000,2016
neo mellow,british soul,4,2001,2012
neo mellow,broadway,1,2014,2014
neo mellow,brostep,1,2015,2015
neo mellow,bubblegum dance,1,2000,2000
neo mellow,cali rap,2,2014,2015
neo mellow,canadian country,1,2003,2003
neo mellow,canadian hip hop,1,2012,2012
neo mellow,canadian latin,2,2001,2002
neo mellow,canadian pop,5,2001,2015
neo mellow,cantautor,1,2005,2005
neo mellow,celtic,1,2001,2001
neo mellow,chicago rap,7,2000,2016
neo mellow,chicano rap,2,2003,2004
neo mellow,colombian pop,4,2002,2014
neo mellow,comic,1,2013,2013
neo mellow,complextro,2,2014,2016
neo mellow,conscious hip hop,7,2000,2016
neo mellow,contemporary country,4,2000,2014
neo mellow,country,1,2000,2000
neo mellow,crunk,6,2000,2015
neo mellow,cubaton,1,2014,2014
neo mellow,dance pop,1,2000,2000
neo mellow,dancehall,1,2003,2003
neo mellow,deep groove house,1,2015,2015
neo mellow,deep latin christian,1,2000,2000
neo mellow,deep pop r&b,4,2000,2012
neo mellow,deep southern trap,1,2008,2008
neo mellow,detroit hip hop,6,2000,2014
neo mellow,dfw rap,1,2016,2016
neo mellow,dirty south rap,5,2000,2014
neo mellow,disco,1,2001,2001
neo mellow,downtempo,1,2001,2001
neo mellow,east coast hip hop,1,2000,2000
neo mellow,edm,3,2012,2015
neo mellow,electro,1,2016,2016
neo mellow,electropop,3,2012,2015
neo mellow,electropowerpop,1,2008,2008
neo mellow,emo,4,2005,2013
neo mellow,eurodance,1,2000,2000
neo mellow,europop,1,2003,2003
neo mellow,florida rap,1,2008,2008
neo mellow,folk rock,1,2003,2003
neo mellow,folk-pop,5,2002,2015
neo mellow,funk,2,2000,2003
neo mellow,g funk,6,2000,2014
neo mellow,gangster rap,5,2005,2012
neo mellow,garage rock,2,2009,2010
neo mellow,girl group,2,2000,2001
neo mellow,glam metal,1,2006,2006
neo mellow,gospel,1,2000,2000
neo mellow,gospel r&b,2,2003,2004
neo mellow,hip hop,4,2000,2013
neo mellow,hip pop,5,2000,2008
neo mellow,house,2,2014,2016
neo mellow,houston rap,1,2015,2015
neo mellow,idol,2,2003,2008
neo mellow,indie folk,1,2015,2015
neo mellow,indie pop,2,2012,2015
neo mellow,indie pop rap,1,2009,2009
neo mellow,indie poptimism,1,2014,2014
neo mellow,indie r&b,1,2008,2008
neo mellow,indie rock,1,2005,2005
neo mellow,jam band,1,2001,2001
neo mellow,la indie,1,2013,2013
neo mellow,latin,2,2000,2014
neo mellow,latin viral pop,1,2014,2014
neo mellow,metropopolis,1,2014,2014
neo mellow,modern alternative rock,4,2012,2016
neo mellow,modern rock,5,2002,2016
neo mellow,motown,1,2003,2003
neo mellow,nashville indie,1,2013,2013
neo mellow,neo r&b,1,2008,2008
neo mellow,neo soul,2,2000,2004
neo mellow,new orleans rap,1,2008,2008
neo mellow,nu metal,1,2006,2006
neo mellow,nyc rap,4,2001,2014
neo mellow,permanent wave,4,2000,2012
neo mellow,philly rap,1,2003,2003
neo mellow,pinoy hip hop,2,2015,2016
neo mellow,pop,6,2004,2014
neo mellow,pop rap,2,2007,2014
neo mellow,pop rock,1,2012,2012
neo mellow,post-teen pop,1,2010,2010
neo mellow,r&b,2,2010,2014
neo mellow,reggae fusion,2,2009,2015
neo mellow,scorecore,1,2015,2015
neo mellow,soca,1,2004,2004
neo mellow,tropical house,1,2014,2014
neo mellow,uk funky,1,2016,2016
neo mellow,uk pop,1,2013,2013
neo r&b,-,1,2008,2008
neo r&b,acoustic pop,1,2008,2008
neo r&b,atl hip hop,1,2008,2008
neo r&b,bassline,1,2008,2008
neo r&b,baton rouge rap,1,2008,2008
neo r&b,blues-rock,1,2008,2008
neo r&b,conscious hip hop,1,2008,2008
neo r&b,contemporary country,1,2008,2008
neo r&b,crunk,1,2008,2008
neo r&b,deep southern trap,1,2008,2008
neo r&b,electropowerpop,1,2008,2008
neo r&b,florida rap,1,2008,2008
neo r&b,g funk,1,2008,2008
neo r&b,gangster rap,1,2008,2008
neo r&b,hip pop,1,2008,2008
neo r&b,idol,1,2008,2008
neo r&b,indie r&b,1,2008,2008
neo r&b,new orleans rap,1,2008,2008
neo r&b,permanent wave,1,2008,2008
neo r&b,pop,1,2008,2008
neo soul,acoustic pop,2,2000,2003
neo soul,alaska indie,1,2003,2003
neo soul,alternative hip hop,1,2003,2003
neo soul,alternative metal,1,2003,2003
neo soul,alternative rock,1,2000,2000
neo soul,atl hip hop,1,2003,2003
neo soul,australian country,1,2004,2004
neo soul,australian pop,1,2003,2003
neo soul,battle rap,1,2003,2003
neo soul,blues-rock,2,2000,2003
neo soul,boy band,1,2003,2003
neo soul,british soul,1,2003,2003
neo soul,canadian country,1,2003,2003
neo soul,canadian pop,1,2003,2003
neo soul,chicago rap,2,2000,2003
neo soul,chicano rap,1,2003,2003
neo soul,conscious hip hop,1,2003,2003
neo soul,country,2,2000,2003
neo soul,crunk,2,2000,2003
neo soul,dancehall,1,2003,2003
neo soul,deep latin christian,1,2000,2000
neo soul,detroit hip hop,1,2003,2003
neo soul,east coast hip hop,1,2000,2000
neo soul,europop,1,2003,2003
neo soul,folk rock,1,2003,2003
neo soul,folk-pop,1,2003,2003
neo soul,funk,1,2003,2003
neo soul,gospel,1,2000,2000
neo soul,gospel r&b,1,2003,2003
neo soul,hip pop,1,2003,2003
neo soul,idol,1,2003,2003
neo soul,motown,1,2003,2003
neo soul,neo mellow,1,2003,2003
neo soul,permanent wave,1,2003,2003
neo soul,philly rap,1,2003,2003
neo-singer-songwriter,-,1,2015,2015
neo-singer-songwriter,album rock,1,2015,2015
neo-singer-songwriter,atl hip hop,1,2015,2015
neo-singer-songwriter,australian dance,1,2015,2015
neo-singer-songwriter,big room,1,2015,2015
neo-singer-songwriter,bmore,1,2015,2015
neo-singer-songwriter,boy band,1,2015,2015
neo-singer-songwriter,british soul,1,2015,2015
neo-singer-songwriter,brostep,1,2015,2015
neo-singer-songwriter,cali rap,1,2015,2015
neo-singer-songwriter,canadian contemporary r&b,1,2015,2015
neo-singer-songwriter,canadian pop,1,2015,2015
neo-singer-songwriter,contemporary country,1,2015,2015
neo-singer-songwriter,crunk,1,2015,2015
neo-singer-songwriter,deep groove house,1,2015,2015
neo-singer-songwriter,east coast hip hop,1,2015,2015
neo-singer-songwriter,edm,1,2015,2015
neo-singer-songwriter,electropop,1,2015,2015
neo-singer-songwriter,emo,1,2015,2015
neo-singer-songwriter,folk-pop,1,2015,2015
neo-singer-songwriter,gangster rap,1,2015,2015
neo-singer-songwriter,ghanaian hip hop,1,2015,2015
neo-singer-songwriter,houston rap,1,2015,2015
neo-singer-songwriter,indie folk,1,2015,2015
neo-singer-songwriter,indie pop,1,2015,2015
neo-singer-songwriter,latin,1,2015,2015
neo-singer-songwriter,modern alternative rock,1,2015,2015
neo-singer-songwriter,neo mellow,1,2015,2015
neo-singer-songwriter,pinoy hip hop,1,2015,2015
neo-singer-songwriter,pop rock,1,2015,2015
neo-singer-songwriter,reggae fusion,1,2015,2015
neo-singer-songwriter,scorecore,1,2015,2015
neo-singer-songwriter,viral trap,1,2015,2015
neon pop punk,alabama rap,1,2007,2007
neon pop punk,alternative rock,1,2007,2007
neon pop punk,australian pop,1,2007,2007
neon pop punk,british soul,1,2007,2007
neon pop punk,canadian latin,1,2007,2007
neon pop punk,canadian pop,1,2007,2007
neon pop punk,chicago rap,1,2007,2007
neon pop punk,chicano rap,1,2007,2007
neon pop punk,detroit hip hop,1,2007,2007
neon pop punk,dirty south rap,1,2007,2007
neon pop punk,emo,1,2007,2007
neon pop punk,g funk,1,2007,2007
neon pop punk,gangster rap,1,2007,2007
neon pop punk,hip hop,1,2007,2007
neon pop punk,hip pop,1,2007,2007
neon pop punk,modern rock,1,2007,2007
neon pop punk,neo mellow,1,2007,2007
neon pop punk,pop,1,2007,2007
neon pop punk,pop rap,1,2007,2007
new jack swing,-,1,2000,2000
new jack swing,acoustic pop,1,2000,2000
new jack swing,alternative hip hop,1,2000,2000
new jack swing,alternative metal,1,2000,2000
new jack swing,alternative rock,1,2000,2000
new jack swing,atl hip hop,1,2000,2000
new jack swing,australian pop,1,2000,2000
new jack swing,blues-rock,1,2000,2000
new jack swing,boy band,1,2000,2000
new jack swing,bubblegum dance,1,2000,2000
new jack swing,chicago rap,1,2000,2000
new jack swing,conscious hip hop,1,2000,2000
new jack swing,contemporary country,1,2000,2000
new jack swing,country,1,2000,2000
new jack swing,crunk,1,2000,2000
new jack swing,dance pop,1,2000,2000
new jack swing,deep latin christian,1,2000,2000
new jack swing,deep pop r&b,1,2000,2000
new jack swing,detroit hip hop,1,2000,2000
new jack swing,dirty south rap,1,2000,2000
new jack swing,east coast hip hop,1,2000,2000
new jack swing,eurodance,1,2000,2000
new jack swing,funk,1,2000,2000
new jack swing,g funk,1,2000,2000
new jack swing,girl group,1,2000,2000
new jack swing,gospel,1,2000,2000
new jack swing,hip hop,1,2000,2000
new jack swing,hip pop,1,2000,2000
new jack swing,latin,1,2000,2000
new jack swing,neo mellow,1,2000,2000
new jack swing,neo soul,1,2000,2000
new jack swing,permanent wave,1,2000,2000
new jersey rap,-,2,2015,2016
new jersey rap,afro dancehall,1,2016,2016
new jersey rap,album rock,1,2015,2015
new jersey rap,atl hip hop,2,2015,2016
new jersey rap,australian dance,2,2015,2016
new jersey rap,australian pop,1,2015,2015
new jersey rap,big room,1,2015,2015
new jersey rap,bmore,1,2015,2015
new jersey rap,boy band,2,2015,2016
new jersey rap,british soul,2,2015,2016
new jersey rap,brostep,1,2015,2015
new jersey rap,cali rap,1,2015,2015
new jersey rap,canadian contemporary r&b,2,2015,2016
new jersey rap,canadian hip hop,2,2015,2016
new jersey rap,canadian pop,2,2015,2016
new jersey rap,chicago rap,2,2015,2016
new jersey rap,complextro,1,2016,2016
new jersey rap,conscious hip hop,2,2015,2016
new jersey rap,contemporary country,2,2015,2016
new jersey rap,crunk,1,2015,2015
new jersey rap,dance pop,2,2015,2016
new jersey rap,danish pop,1,2016,2016
new jersey rap,deep groove house,1,2015,2015
new jersey rap,detroit hip hop,1,2015,2015
new jersey rap,dfw rap,1,2016,2016
new jersey rap,dirty south rap,1,2016,2016
new jersey rap,east coast hip hop,1,2015,2015
new jersey rap,edm,2,2015,2016
new jersey rap,electro,1,2016,2016
new jersey rap,electropop,2,2015,2016
new jersey rap,emo,1,2015,2015
new jersey rap,folk-pop,1,2015,2015
new jersey rap,gangster rap,2,2015,2016
new jersey rap,ghanaian hip hop,1,2015,2015
new jersey rap,hip hop,1,2015,2015
new jersey rap,hip pop,1,2016,2016
new jersey rap,house,1,2016,2016
new jersey rap,houston rap,1,2015,2015
new jersey rap,indie folk,1,2015,2015
new jersey rap,indie pop,1,2015,2015
new jersey rap,latin,1,2015,2015
new jersey rap,miami hip hop,1,2016,2016
new jersey rap,modern alternative rock,2,2015,2016
new jersey rap,modern rock,1,2016,2016
new jersey rap,neo mellow,2,2015,2016
new jersey rap,neo-singer-songwriter,1,2015,2015
new jersey rap,permanent wave,1,2016,2016
new jersey rap,pinoy hip hop,2,2015,2016
new jersey rap,pop,2,2015,2016
new jersey rap,pop punk,1,2016,2016
new jersey rap,pop rock,2,2015,2016
new jersey rap,reggae fusion,1,2015,2015
new jersey rap,scorecore,1,2015,2015
new jersey rap,uk funky,1,2016,2016
new jersey rap,viral trap,1,2015,2015
new orleans rap,-,1,2008,2008
new orleans rap,bassline,1,2008,2008
new orleans rap,contemporary country,1,2008,2008
new orleans rap,electropowerpop,1,2008,2008
new orleans rap,florida rap,1,2008,2008
new orleans rap,g funk,1,2008,2008
new orleans rap,gangster rap,1,2008,2008
new orleans rap,idol,1,2008,2008
new orleans rap,permanent wave,1,2008,2008
new orleans rap,pop,1,2008,2008
nu metal,glam metal,1,2006,2006
nyc rap,-,1,2011,2011
nyc rap,art pop,1,2014,2014
nyc rap,atl hip hop,1,2011,2011
nyc rap,australian pop,1,2011,2011
nyc rap,big room,1,2011,2011
nyc rap,british soul,1,2011,2011
nyc rap,broadway,1,2014,2014
nyc rap,canadian hip hop,1,2011,2011
nyc rap,canadian pop,2,2001,2011
nyc rap,cantautor,1,2005,2005
nyc rap,celtic rock,1,2011,2011
nyc rap,chicago rap,1,2011,2011
nyc rap,colombian pop,2,2005,2009
nyc rap,conscious hip hop,2,2001,2005
nyc rap,contemporary country,1,2011,2011
nyc rap,crunk,1,2005,2005
nyc rap,dance pop,1,2011,2011
nyc rap,deep dance pop,1,2011,2011
nyc rap,detroit hip hop,3,2005,2014
nyc rap,dirty south rap,2,2011,2014
nyc rap,downtempo,1,2001,2001
nyc rap,east coast hip hop,1,2011,2011
nyc rap,edm,2,2011,2014
nyc rap,electropop,1,2014,2014
nyc rap,emo,1,2005,2005
nyc rap,folk rock,1,2011,2011
nyc rap,g funk,2,2011,2014
nyc rap,garage rock,1,2009,2009
nyc rap,hip hop,2,2005,2011
nyc rap,hip pop,1,2005,2005
nyc rap,house,1,2014,2014
nyc rap,indie pop,1,2011,2011
nyc rap,indie rock,1,2005,2005
nyc rap,jam band,1,2001,2001
nyc rap,latin,1,2011,2011
nyc rap,latin viral pop,1,2014,2014
nyc rap,metropopolis,1,2014,2014
nyc rap,piano rock,1,2011,2011
nyc rap,pop,2,2005,2011
nyc rap,pop rap,1,2014,2014
nyc rap,pop rock,1,2011,2011
nyc rap,r&b,1,2014,2014
nyc rap,reggae fusion,1,2009,2009
nyc rap,romanian pop,1,2011,2011
nyc rap,tropical house,1,2014,2014
permanent wave,-,4,2001,2014
permanent wave,acoustic pop,5,2000,2014
permanent wave,afro dancehall,1,2016,2016
permanent wave,alaska indie,1,2003,2003
permanent wave,album rock,1,2001,2001
permanent wave,alternative hip hop,4,2000,2005
permanent wave,alternative metal,3,2000,2009
permanent wave,alternative r&b,2,2012,2014
permanent wave,alternative rock,1,2000,2000
permanent wave,art pop,1,2014,2014
permanent wave,atl hip hop,5,2001,2016
permanent wave,australian country,1,2017,2017
permanent wave,australian dance,3,2012,2016
permanent wave,australian hip hop,1,2014,2014
permanent wave,australian pop,4,2001,2014
permanent wave,baton rouge rap,1,2005,2005
permanent wave,battle rap,1,2003,2003
permanent wave,bergen indie,1,2012,2012
permanent wave,big room,1,2014,2014
permanent wave,blues-rock,2,2000,2003
permanent wave,boy band,4,2001,2016
permanent wave,british soul,5,2001,2017
