from,to,weight,year
beach music,philly soul,0,2014
beach music,philly soul,0,2015
beach music,philly soul,0,2016
beach music,philly soul,0,2017
beach music,philly soul,0,2018
beach music,philly soul,0,2019
beach music,philly soul,0,2020
beach music,philly soul,0,2021
beach music,philly soul,0,2022
beach music,philly soul,0,2023
beach music,rhythm and blues,0,2000
beach music,rhythm and blues,0,2001
beach music,rhythm and blues,0,2002
beach music,rhythm and blues,0,2003
beach music,rhythm and blues,0,2004
beach music,rhythm and blues,0,2005
beach music,rhythm and blues,0,2006
beach music,rhythm and blues,0,2007
beach music,rhythm and blues,0,2008
beach music,rhythm and blues,0,2009
beach music,rhythm and blues,0,2010
beach music,rhythm and blues,0,2011
beach music,rhythm and blues,0,2012
beach music,rhythm and blues,0,2013
beach music,rhythm and blues,0,2014
beach music,rhythm and blues,0,2015
beach music,rhythm and blues,0,2016
beach music,rhythm and blues,0,2017
beach music,rhythm and blues,0,2018
beach music,rhythm and blues,0,2019
beach music,rhythm and blues,0,2020
beach music,rhythm and blues,0,2021
beach music,rhythm and blues,0,2022
beach music,rhythm and blues,0,2023
beach music,soul,0,2000
beach music,soul,0,2001
beach music,soul,0,2002
beach music,soul,0,2003
beach music,soul,0,2004
beach music,soul,0,2005
beach music,soul,0,2006
beach music,soul,0,2007
beach music,soul,0,2008
beach music,soul,0,2009
beach music,soul,0,2010
beach music,soul,0,2011
beach music,soul,0,2012
beach music,soul,0,2013
beach music,soul,0,2014
beach music,soul,0,2015
beach music,soul,0,2016
beach music,soul,0,2017
beach music,soul,0,2018
beach music,soul,0,2019
beach music,soul,0,2020
beach music,soul,0,2021
beach music,soul,0,2022
beach music,soul,0,2023
bebop,big band,0,2000
bebop,big band,0,2001
bebop,big band,0,2002
bebop,big band,0,2003
bebop,big band,0,2004
bebop,big band,0,2005
bebop,big band,0,2006
bebop,big band,0,2007
bebop,big band,0,2008
bebop,big band,0,2009
bebop,big band,0,2010
bebop,big band,0,2011
bebop,big band,0,2012
bebop,big band,0,2013
bebop,big band,0,2014
bebop,big band,0,2015
bebop,big band,0,2016
bebop,big band,0,2017
bebop,big band,0,2018
bebop,big band,0,2019
bebop,big band,0,2020
bebop,big band,0,2021
bebop,big band,0,2022
bebop,big band,0,2023
bebop,bossa nova,0,2000
bebop,bossa nova,0,2001
bebop,bossa nova,0,2002
bebop,bossa nova,0,2003
bebop,bossa nova,0,2004
bebop,bossa nova,0,2005
bebop,bossa nova,0,2006
bebop,bossa nova,0,2007
bebop,bossa nova,0,2008
bebop,bossa nova,0,2009
bebop,bossa nova,0,2010
bebop,bossa nova,0,2011
bebop,bossa nova,0,2012
bebop,bossa nova,0,2013
bebop,bossa nova,0,2014
bebop,bossa nova,0,2015
bebop,bossa nova,0,2016
bebop,bossa nova,0,2017
bebop,bossa nova,0,2018
bebop,bossa nova,0,2019
bebop,bossa nova,0,2020
bebop,bossa nova,0,2021
bebop,bossa nova,0,2022
bebop,bossa nova,0,2023
bebop,contemporary jazz,0,2000
bebop,contemporary jazz,0,2001
bebop,contemporary jazz,0,2002
bebop,contemporary jazz,0,2003
bebop,contemporary jazz,0,2004
bebop,contemporary jazz,0,2005
bebop,contemporary jazz,0,2006
bebop,contemporary jazz,0,2007
bebop,contemporary jazz,0,2008
bebop,contemporary jazz,0,2009
bebop,contemporary jazz,0,2010
bebop,contemporary jazz,0,2011
bebop,contemporary jazz,0,2012
bebop,contemporary jazz,0,2013
bebop,contemporary jazz,0,2014
bebop,contemporary jazz,0,2015
bebop,contemporary jazz,0,2016
bebop,contemporary jazz,0,2017
bebop,contemporary jazz,0,2018
bebop,contemporary jazz,0,2019
bebop,contemporary jazz,0,2020
bebop,contemporary jazz,0,2021
bebop,contemporary jazz,0,2022
bebop,contemporary jazz,0,2023
bebop,contemporary post-bop,0,2000
bebop,contemporary post-bop,0,2001
bebop,contemporary post-bop,0,2002
bebop,contemporary post-bop,0,2003
bebop,contemporary post-bop,0,2004
bebop,contemporary post-bop,0,2005
bebop,contemporary post-bop,0,2006
bebop,contemporary post-bop,0,2007
bebop,contemporary post-bop,0,2008
bebop,contemporary post-bop,0,2009
bebop,contemporary post-bop,0,2010
bebop,contemporary post-bop,0,2011
bebop,contemporary post-bop,0,2012
bebop,contemporary post-bop,0,2013
bebop,contemporary post-bop,0,2014
bebop,contemporary post-bop,0,2015
bebop,contemporary post-bop,0,2016
bebop,contemporary post-bop,0,2017
bebop,contemporary post-bop,0,2018
bebop,contemporary post-bop,0,2019
bebop,contemporary post-bop,0,2020
bebop,contemporary post-bop,0,2021
bebop,contemporary post-bop,0,2022
bebop,contemporary post-bop,0,2023
bebop,cool jazz,0,2000
bebop,cool jazz,0,2001
bebop,cool jazz,0,2002
bebop,cool jazz,0,2003
bebop,cool jazz,0,2004
bebop,cool jazz,0,2005
bebop,cool jazz,0,2006
bebop,cool jazz,0,2007
bebop,cool jazz,0,2008
bebop,cool jazz,0,2009
bebop,cool jazz,0,2010
bebop,cool jazz,0,2011
bebop,cool jazz,0,2012
bebop,cool jazz,0,2013
bebop,cool jazz,0,2014
bebop,cool jazz,0,2015
bebop,cool jazz,0,2016
bebop,cool jazz,0,2017
bebop,cool jazz,0,2018
bebop,cool jazz,0,2019
bebop,cool jazz,0,2020
bebop,cool jazz,0,2021
bebop,cool jazz,0,2022
bebop,cool jazz,0,2023
bebop,free jazz,0,2000
bebop,free jazz,0,2001
bebop,free jazz,0,2002
bebop,free jazz,0,2003
bebop,free jazz,0,2004
bebop,free jazz,0,2005
bebop,free jazz,0,2006
bebop,free jazz,0,2007
bebop,free jazz,0,2008
bebop,free jazz,0,2009
bebop,free jazz,0,2010
bebop,free jazz,0,2011
bebop,free jazz,0,2012
bebop,free jazz,0,2013
bebop,free jazz,0,2014
bebop,free jazz,0,2015
bebop,free jazz,0,2016
bebop,free jazz,0,2017
bebop,free jazz,0,2018
bebop,free jazz,0,2019
bebop,free jazz,0,2020
bebop,free jazz,0,2021
bebop,free jazz,0,2022
bebop,free jazz,0,2023
bebop,funk,0,2000
bebop,funk,0,2001
bebop,funk,0,2002
bebop,funk,0,2003
bebop,funk,0,2004
bebop,funk,0,2005
bebop,funk,0,2006
bebop,funk,0,2007
bebop,funk,0,2008
bebop,funk,0,2009
bebop,funk,0,2010
bebop,funk,0,2011
bebop,funk,0,2012
bebop,funk,0,2013
bebop,funk,0,2014
bebop,funk,0,2015
bebop,funk,0,2016
bebop,funk,0,2017
bebop,funk,0,2018
bebop,funk,0,2019
bebop,funk,0,2020
bebop,funk,0,2021
bebop,funk,0,2022
bebop,funk,0,2023
bebop,hard bop,0,2000
bebop,hard bop,0,2001
bebop,hard bop,0,2002
bebop,hard bop,0,2003
bebop,hard bop,0,2004
bebop,hard bop,0,2005
bebop,hard bop,0,2006
bebop,hard bop,0,2007
bebop,hard bop,0,2008
bebop,hard bop,0,2009
bebop,hard bop,0,2010
bebop,hard bop,0,2011
bebop,hard bop,0,2012
bebop,hard bop,0,2013
bebop,hard bop,0,2014
bebop,hard bop,0,2015
bebop,hard bop,0,2016
bebop,hard bop,0,2017
bebop,hard bop,0,2018
bebop,hard bop,0,2019
bebop,hard bop,0,2020
bebop,hard bop,0,2021
bebop,hard bop,0,2022
bebop,hard bop,0,2023
bebop,indie jazz,0,2000
bebop,indie jazz,0,2001
bebop,indie jazz,0,2002
bebop,indie jazz,0,2003
bebop,indie jazz,0,2004
bebop,indie jazz,0,2005
bebop,indie jazz,0,2006
bebop,indie jazz,0,2007
bebop,indie jazz,0,2008
bebop,indie jazz,0,2009
bebop,indie jazz,0,2010
bebop,indie jazz,0,2011
bebop,indie jazz,0,2012
bebop,indie jazz,0,2013
bebop,indie jazz,0,2014
bebop,indie jazz,0,2015
bebop,indie jazz,0,2016
bebop,indie jazz,0,2017
bebop,indie jazz,0,2018
bebop,indie jazz,0,2019
bebop,indie jazz,0,2020
bebop,indie jazz,0,2021
bebop,indie jazz,0,2022
bebop,indie jazz,0,2023
bebop,jazz,0,2000
bebop,jazz,0,2001
bebop,jazz,0,2002
bebop,jazz,0,2003
bebop,jazz,0,2004
bebop,jazz,0,2005
bebop,jazz,0,2006
bebop,jazz,0,2007
bebop,jazz,0,2008
bebop,jazz,0,2009
bebop,jazz,0,2010
bebop,jazz,0,2011
bebop,jazz,0,2012
bebop,jazz,0,2013
bebop,jazz,0,2014
bebop,jazz,0,2015
bebop,jazz,0,2016
bebop,jazz,0,2017
bebop,jazz,0,2018
bebop,jazz,0,2019
bebop,jazz,0,2020
bebop,jazz,0,2021
bebop,jazz,0,2022
bebop,jazz,0,2023
bebop,jazz blues,0,2000
bebop,jazz blues,0,2001
bebop,jazz blues,0,2002
bebop,jazz blues,0,2003
bebop,jazz blues,0,2004
bebop,jazz blues,0,2005
bebop,jazz blues,0,2006
bebop,jazz blues,0,2007
bebop,jazz blues,0,2008
bebop,jazz blues,0,2009
bebop,jazz blues,0,2010
bebop,jazz blues,0,2011
bebop,jazz blues,0,2012
bebop,jazz blues,0,2013
bebop,jazz blues,0,2014
bebop,jazz blues,0,2015
bebop,jazz blues,0,2016
bebop,jazz blues,0,2017
bebop,jazz blues,0,2018
bebop,jazz blues,0,2019
bebop,jazz blues,0,2020
bebop,jazz blues,0,2021
bebop,jazz blues,0,2022
bebop,jazz blues,0,2023
bebop,jazz double bass,0,2000
bebop,jazz double bass,0,2001
bebop,jazz double bass,0,2002
bebop,jazz double bass,0,2003
bebop,jazz double bass,0,2004
bebop,jazz double bass,0,2005
bebop,jazz double bass,0,2006
bebop,jazz double bass,0,2007
bebop,jazz double bass,0,2008
bebop,jazz double bass,0,2009
bebop,jazz double bass,0,2010
bebop,jazz double bass,0,2011
bebop,jazz double bass,0,2012
bebop,jazz double bass,0,2013
bebop,jazz double bass,0,2014
bebop,jazz double bass,0,2015
bebop,jazz double bass,0,2016
bebop,jazz double bass,0,2017
bebop,jazz double bass,0,2018
bebop,jazz double bass,0,2019
bebop,jazz double bass,0,2020
bebop,jazz double bass,0,2021
bebop,jazz double bass,0,2022
bebop,jazz double bass,0,2023
bebop,jazz drums,0,2000
bebop,jazz drums,0,2001
bebop,jazz drums,0,2002
bebop,jazz drums,0,2003
bebop,jazz drums,0,2004
bebop,jazz drums,0,2005
bebop,jazz drums,0,2006
bebop,jazz drums,0,2007
bebop,jazz drums,0,2008
bebop,jazz drums,0,2009
bebop,jazz drums,0,2010
bebop,jazz drums,0,2011
bebop,jazz drums,0,2012
bebop,jazz drums,0,2013
bebop,jazz drums,0,2014
bebop,jazz drums,0,2015
bebop,jazz drums,0,2016
bebop,jazz drums,0,2017
bebop,jazz drums,0,2018
bebop,jazz drums,0,2019
bebop,jazz drums,0,2020
bebop,jazz drums,0,2021
bebop,jazz drums,0,2022
bebop,jazz drums,0,2023
bebop,jazz funk,0,2000
bebop,jazz funk,0,2001
bebop,jazz funk,0,2002
bebop,jazz funk,0,2003
bebop,jazz funk,0,2004
bebop,jazz funk,0,2005
bebop,jazz funk,0,2006
bebop,jazz funk,0,2007
bebop,jazz funk,0,2008
bebop,jazz funk,0,2009
bebop,jazz funk,0,2010
bebop,jazz funk,0,2011
bebop,jazz funk,0,2012
bebop,jazz funk,0,2013
bebop,jazz funk,0,2014
bebop,jazz funk,0,2015
bebop,jazz funk,0,2016
bebop,jazz funk,0,2017
bebop,jazz funk,0,2018
bebop,jazz funk,0,2019
bebop,jazz funk,0,2020
bebop,jazz funk,0,2021
bebop,jazz funk,0,2022
bebop,jazz funk,0,2023
bebop,jazz fusion,0,2000
bebop,jazz fusion,0,2001
bebop,jazz fusion,0,2002
bebop,jazz fusion,0,2003
bebop,jazz fusion,0,2004
bebop,jazz fusion,0,2005
bebop,jazz fusion,0,2006
bebop,jazz fusion,0,2007
bebop,jazz fusion,0,2008
bebop,jazz fusion,0,2009
bebop,jazz fusion,0,2010
bebop,jazz fusion,0,2011
bebop,jazz fusion,0,2012
bebop,jazz fusion,0,2013
bebop,jazz fusion,0,2014
bebop,jazz fusion,0,2015
bebop,jazz fusion,0,2016
bebop,jazz fusion,0,2017
bebop,jazz fusion,0,2018
bebop,jazz fusion,0,2019
bebop,jazz fusion,0,2020
bebop,jazz fusion,0,2021
bebop,jazz fusion,0,2022
bebop,jazz fusion,0,2023
bebop,jazz guitar,0,2000
bebop,jazz guitar,0,2001
bebop,jazz guitar,0,2002
bebop,jazz guitar,0,2003
bebop,jazz guitar,0,2004
bebop,jazz guitar,0,2005
bebop,jazz guitar,0,2006
bebop,jazz guitar,0,2007
bebop,jazz guitar,0,2008
bebop,jazz guitar,0,2009
bebop,jazz guitar,0,2010
bebop,jazz guitar,0,2011
bebop,jazz guitar,0,2012
bebop,jazz guitar,0,2013
bebop,jazz guitar,0,2014
bebop,jazz guitar,0,2015
bebop,jazz guitar,0,2016
bebop,jazz guitar,0,2017
bebop,jazz guitar,0,2018
bebop,jazz guitar,0,2019
bebop,jazz guitar,0,2020
bebop,jazz guitar,0,2021
bebop,jazz guitar,0,2022
bebop,jazz guitar,0,2023
bebop,jazz piano,0,2000
bebop,jazz piano,0,2001
bebop,jazz piano,0,2002
bebop,jazz piano,0,2003
bebop,jazz piano,0,2004
bebop,jazz piano,0,2005
bebop,jazz piano,0,2006
bebop,jazz piano,0,2007
bebop,jazz piano,0,2008
bebop,jazz piano,0,2009
bebop,jazz piano,0,2010
bebop,jazz piano,0,2011
bebop,jazz piano,0,2012
bebop,jazz piano,0,2013
bebop,jazz piano,0,2014
bebop,jazz piano,0,2015
bebop,jazz piano,0,2016
bebop,jazz piano,0,2017
bebop,jazz piano,0,2018
bebop,jazz piano,0,2019
bebop,jazz piano,0,2020
bebop,jazz piano,0,2021
bebop,jazz piano,0,2022
bebop,jazz piano,0,2023
bebop,jazz saxophone,0,2000
bebop,jazz saxophone,0,2001
bebop,jazz saxophone,0,2002
bebop,jazz saxophone,0,2003
bebop,jazz saxophone,0,2004
bebop,jazz saxophone,0,2005
bebop,jazz saxophone,0,2006
bebop,jazz saxophone,0,2007
bebop,jazz saxophone,0,2008
bebop,jazz saxophone,0,2009
bebop,jazz saxophone,0,2010
bebop,jazz saxophone,0,2011
bebop,jazz saxophone,0,2012
bebop,jazz saxophone,0,2013
bebop,jazz saxophone,0,2014
bebop,jazz saxophone,0,2015
bebop,jazz saxophone,0,2016
bebop,jazz saxophone,0,2017
bebop,jazz saxophone,0,2018
bebop,jazz saxophone,0,2019
bebop,jazz saxophone,0,2020
bebop,jazz saxophone,0,2021
bebop,jazz saxophone,0,2022
bebop,jazz saxophone,0,2023
bebop,jazz trumpet,0,2000
bebop,jazz trumpet,0,2001
bebop,jazz trumpet,0,2002
bebop,jazz trumpet,0,2003
bebop,jazz trumpet,0,2004
bebop,jazz trumpet,0,2005
bebop,jazz trumpet,0,2006
bebop,jazz trumpet,0,2007
bebop,jazz trumpet,0,2008
bebop,jazz trumpet,0,2009
bebop,jazz trumpet,0,2010
bebop,jazz trumpet,0,2011
bebop,jazz trumpet,0,2012
bebop,jazz trumpet,0,2013
bebop,jazz trumpet,0,2014
bebop,jazz trumpet,0,2015
bebop,jazz trumpet,0,2016
bebop,jazz trumpet,0,2017
bebop,jazz trumpet,0,2018
bebop,jazz trumpet,0,2019
bebop,jazz trumpet,0,2020
bebop,jazz trumpet,0,2021
bebop,jazz trumpet,0,2022
bebop,jazz trumpet,0,2023
bebop,latin jazz,0,2000
bebop,latin jazz,0,2001
bebop,latin jazz,0,2002
bebop,latin jazz,0,2003
bebop,latin jazz,0,2004
bebop,latin jazz,0,2005
bebop,latin jazz,0,2006
bebop,latin jazz,0,2007
bebop,latin jazz,0,2008
bebop,latin jazz,0,2009
bebop,latin jazz,0,2010
bebop,latin jazz,0,2011
bebop,latin jazz,0,2012
bebop,latin jazz,0,2013
bebop,latin jazz,0,2014
bebop,latin jazz,0,2015
bebop,latin jazz,0,2016
bebop,latin jazz,0,2017
bebop,latin jazz,0,2018
bebop,latin jazz,0,2019
bebop,latin jazz,0,2020
bebop,latin jazz,0,2021
bebop,latin jazz,0,2022
bebop,latin jazz,0,2023
bebop,lounge,0,2000
bebop,lounge,0,2001
bebop,lounge,0,2002
bebop,lounge,0,2003
bebop,lounge,0,2004
bebop,lounge,0,2005
bebop,lounge,0,2006
bebop,lounge,0,2007
bebop,lounge,0,2008
bebop,lounge,0,2009
bebop,lounge,0,2010
bebop,lounge,0,2011
bebop,lounge,0,2012
bebop,lounge,0,2013
bebop,lounge,0,2014
bebop,lounge,0,2015
bebop,lounge,0,2016
bebop,lounge,0,2017
bebop,lounge,0,2018
bebop,lounge,0,2019
bebop,lounge,0,2020
bebop,lounge,0,2021
bebop,lounge,0,2022
bebop,lounge,0,2023
bebop,new orleans jazz,0,2000
bebop,new orleans jazz,0,2001
bebop,new orleans jazz,0,2002
bebop,new orleans jazz,0,2003
bebop,new orleans jazz,0,2004
bebop,new orleans jazz,0,2005
bebop,new orleans jazz,0,2006
bebop,new orleans jazz,0,2007
bebop,new orleans jazz,0,2008
bebop,new orleans jazz,0,2009
bebop,new orleans jazz,0,2010
bebop,new orleans jazz,0,2011
bebop,new orleans jazz,0,2012
bebop,new orleans jazz,0,2013
bebop,new orleans jazz,0,2014
bebop,new orleans jazz,0,2015
bebop,new orleans jazz,0,2016
bebop,new orleans jazz,0,2017
bebop,new orleans jazz,0,2018
bebop,new orleans jazz,0,2019
bebop,new orleans jazz,0,2020
bebop,new orleans jazz,0,2021
bebop,new orleans jazz,0,2022
bebop,new orleans jazz,0,2023
bebop,soul,0,2000
bebop,soul,0,2001
bebop,soul,0,2002
bebop,soul,0,2003
bebop,soul,0,2004
bebop,soul,0,2005
bebop,soul,0,2006
bebop,soul,0,2007
bebop,soul,0,2008
bebop,soul,0,2009
bebop,soul,0,2010
bebop,soul,0,2011
bebop,soul,0,2012
bebop,soul,0,2013
bebop,soul,0,2014
bebop,soul,0,2015
bebop,soul,0,2016
bebop,soul,0,2017
bebop,soul,0,2018
bebop,soul,0,2019
bebop,soul,0,2020
bebop,soul,0,2021
bebop,soul,0,2022
bebop,soul,0,2023
bebop,soul jazz,0,2000
bebop,soul jazz,0,2001
bebop,soul jazz,0,2002
bebop,soul jazz,0,2003
bebop,soul jazz,0,2004
bebop,soul jazz,0,2005
bebop,soul jazz,0,2006
bebop,soul jazz,0,2007
bebop,soul jazz,0,2008
bebop,soul jazz,0,2009
bebop,soul jazz,0,2010
bebop,soul jazz,0,2011
bebop,soul jazz,0,2012
bebop,soul jazz,0,2013
bebop,soul jazz,0,2014
bebop,soul jazz,0,2015
bebop,soul jazz,0,2016
bebop,soul jazz,0,2017
bebop,soul jazz,0,2018
bebop,soul jazz,0,2019
bebop,soul jazz,0,2020
bebop,soul jazz,0,2021
bebop,soul jazz,0,2022
bebop,soul jazz,0,2023
bebop,stride,0,2000
bebop,stride,0,2001
bebop,stride,0,2002
bebop,stride,0,2003
bebop,stride,0,2004
bebop,stride,0,2005
bebop,stride,0,2006
bebop,stride,0,2007
bebop,stride,0,2008
bebop,stride,0,2009
bebop,stride,0,2010
bebop,stride,0,2011
bebop,stride,0,2012
bebop,stride,0,2013
bebop,stride,0,2014
bebop,stride,0,2015
bebop,stride,0,2016
bebop,stride,0,2017
bebop,stride,0,2018
bebop,stride,0,2019
bebop,stride,0,2020
bebop,stride,0,2021
bebop,stride,0,2022
bebop,stride,0,2023
bebop,swing,0,2000
bebop,swing,0,2001
bebop,swing,0,2002
bebop,swing,0,2003
bebop,swing,0,2004
bebop,swing,0,2005
bebop,swing,0,2006
bebop,swing,0,2007
bebop,swing,0,2008
bebop,swing,0,2009
bebop,swing,0,2010
bebop,swing,0,2011
bebop,swing,0,2012
bebop,swing,0,2013
bebop,swing,0,2014
bebop,swing,0,2015
bebop,swing,0,2016
bebop,swing,0,2017
bebop,swing,0,2018
bebop,swing,0,2019
bebop,swing,0,2020
bebop,swing,0,2021
bebop,swing,0,2022
bebop,swing,0,2023
bebop,vocal jazz,0,2000
bebop,vocal jazz,0,2001
bebop,vocal jazz,0,2002
bebop,vocal jazz,0,2003
